what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1338592850469
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338592852358
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338592852557
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338592853590
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592853854
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338592854766
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592855176
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338592855862
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1338592856076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338592857377
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592857598
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592858430
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338592864908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338592865686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338592868254
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592872553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338592873864
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338592895335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338592896005
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338592897209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338592898891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338592902791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338592903029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593708362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593713217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593715725
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338593720886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593721481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593736904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593737544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593740460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593740698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593931874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593933553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593940753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593960209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593988950
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338593989022
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1338593992378
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1338593992464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338593992589
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594002029
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594002156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594002468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594004180
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594006811
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594006836
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594007370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1338594007866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338594008887
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594009248
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594009404
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594009437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594009955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1338594010156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338594010409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338594015650
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594018809
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594021380
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594021383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594022513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594028509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338594042254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594042273
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338594043816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594051755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338594065110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594065125
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338594067985
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594072500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594075117
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1338594081674
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338594081708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594084307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594155096
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338594155151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338594160178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594162082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594162452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594162540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594164491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594188355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594191282
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338594192125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338594192365
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338594192588
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338594193571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338594197445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594198257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594199421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594202744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594203564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594217017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594219494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594228266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338594233971
