what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338670444715
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338670444755
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338670444775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670446559
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1338670449172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1338670449173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670449189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338670450391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338670451663
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338670452547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670455559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338670463473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338670467506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1338670476308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670476322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670482165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670483742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670487286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670492661
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338670492700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338670498681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670500919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670504255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338670505345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338670505803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670506970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338670509880
