what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338578075574
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338578075658
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338578088872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1338578088876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1338578093832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578095214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578098675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578099368
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1338578103335
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1338578103518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578104541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578104776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338578111058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578113209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578115494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578116103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578117025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578121880
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.goto.prev.member",1338578123765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338578126303
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338578126878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1338578127273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338578128166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338578129035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578129661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578130426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578133289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578133978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578140273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578140826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578145324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578146068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578151284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578151831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578153745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578154422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578155468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578155495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578162515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578163452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578165252
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338578174232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578174747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578175428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578183938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578187062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578187356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578362080
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338578364326
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338578364673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578365160
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338578365518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578366058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578366728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578371744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578372523
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338578377446
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338578377645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578378647
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1338578379396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338578380108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338578380543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578381505
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338578382072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338578384803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578388568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338578389199
