what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684495046
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1338684521675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684521692
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1338684522466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684524104
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.ToggleBreakpoint",1338684525614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684525651
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338684529181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684529807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684533078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338684533956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338685907164
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338685907196
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1338685910088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338686028624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338686331750
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338686331792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338686336412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338686689813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338686705705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687172168
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1338687172299
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687172300
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338687173994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338687175218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687175517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687178719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687178754
error,log,,,"Unhandled event loop exception during blocked modal context.",1338687179186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338687179216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687179264
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687181154
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687181279
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338687181308
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687185412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338687186513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338687187122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338687188402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687188725
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1338687191592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1338687191592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687191610
error,log,,,"Unhandled event loop exception",1338687199900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687213071
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1338687233928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687233957
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1338687236650
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1338687236969
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1338687236982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687238371
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1338687241917
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1338687242166
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1338687242263
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687242296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687242406
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1338687243000
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1338687243196
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1338687243312
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1338687243370
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1338687245580
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687245620
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1338687256164
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1338687256196
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1338687256298
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1338687256307
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1338687256311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687257848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687258443
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1338687258749
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338687258758
closed,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1338687258891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687260098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687266682
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687337070
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687338209
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687338347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1338687338351
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687340445
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687340446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1338687340461
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338687341043
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687341604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338687341638
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338687342988
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1338687346302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687991937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687993498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687994499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338687994659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338707775612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338711258200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338711270724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338711275361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338711279043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338713760107
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338713760227
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338713768732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338713769846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338713780898
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338713848675
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1338713875125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1338713892861
